year,month,16-24,25-34,35-44,45-54,55-64,65+
2011,jan,61,138,166,112,119,42
2011,feb,121,255,183,157,97,93
2011,mar,92,169,180,175,146,105
2011,apr,137,185,331,193,226,137
2011,may,115,129,221,175,327,126
2011,jun,114,193,260,308,256,149
2011,jul,154,247,429,324,222,217
2011,aug,151,208,240,327,318,223
2011,sep,119,118,242,278,192,185
2011,oct,76,195,392,289,184,135
2011,nov,77,60,209,106,90,100
2011,dec,161,251,409,185,175,81
