year,month,16-24,25-34,35-44,45-54,55-64,65+
2008,jan,134,69,98,109,101,56
2008,feb,128,167,85,177,120,117
2008,mar,127,229,243,193,170,83
2008,apr,85,188,249,100,118,86
2008,may,44,230,241,251,186,168
2008,jun,89,181,227,179,89,224
2008,jul,120,176,340,234,170,199
2008,aug,129,349,331,312,265,209
2008,sep,179,128,229,147,164,170
2008,oct,107,150,269,179,195,152
2008,nov,74,84,145,130,99,91
2008,dec,95,177,180,196,118,155
