year,month,16-24,25-34,35-44,45-54,55-64,65+
2012,jan,64,37,162,120,107,56
2012,feb,99,103,183,146,119,64
2012,mar,93,145,116,101,134,117
2012,apr,175,204,258,264,194,195
2012,may,134,199,159,305,171,227
2012,jun,113,116,126,240,164,216
2012,jul,79,229,243,426,243,190
2012,aug,168,305,258,379,349,153
2012,sep,37,199,114,176,251,212
2012,oct,58,177,194,260,190,130
2012,nov,50,201,249,134,203,161
2012,dec,193,226,228,339,182,143
