year,month,16-24,25-34,35-44,45-54,55-64,65+
2013,jan,72,135,152,152,82,59
2013,feb,65,88,142,161,108,84
2013,mar,60,138,122,247,144,141
2013,apr,75,180,353,251,138,138
2013,may,95,128,226,248,198,200
2013,jun,117,217,188,221,233,182
2013,jul,133,169,497,264,151,180
2013,aug,166,182,331,313,301,215
2013,sep,135,200,203,215,164,191
2013,oct,65,202,169,183,169,91
2013,nov,45,186,145,225,96,98
2013,dec,108,197,176,169,121,127
