year,month,male,female
2017,january,308.6,255.3
2017,february,290.1,224.0
2017,march,325.0,376.6
2017,april,584.5,693.4
2017,may,502.2,465.3
2017,june,355.3,372.6
2017,july,653.2,378.5
2017,august,624.8,702.6
2017,september,535.6,645.5
2017,october,704.3,505.6
2017,november,642.6,410.2
2017,december,531.4,577.0
