year,month,yes,no
2006,jan,225,495
2006,feb,314,545
2006,mar,243,564
2006,apr,486,722
2006,may,304,678
2006,jun,401,839
2006,jul,425,849
2006,aug,612,1015
2006,sep,310,835
2006,oct,433,704
2006,nov,248,550
2006,dec,303,799
