year,month,yes,no
2014,jan,103,268
2014,feb,151,579
2014,mar,265,556
2014,apr,424,749
2014,may,327,881
2014,jun,191,831
2014,jul,471,817
2014,aug,602,987
2014,sep,275,737
2014,oct-dec,1030,2277
